County/City,Democratic,Republican,Total Votes Cast,Year,Rep Share
Prince George County,4182,6579,10900,2000,60.357798165137616
Prince William County,44745,52788,100511,2000,52.519624717692594
Pulaski County,5255,7089,12697,2000,55.83208631960306
Radford City,2063,2190,4448,2000,49.235611510791365
Rappahannock County,1462,1850,3513,2000,52.66154284087674
Richmond County,1076,1784,2949,2000,60.49508307900983
Richmond City,42717,20265,65926,2000,30.739010405606287
Roanoke County,16141,25740,42817,2000,60.11630894270967
Roanoke City,17920,14630,33442,2000,43.7473835296932
Rockbridge County,2953,4522,7827,2000,57.77437076785486
Rockingham County,5834,17482,23994,2000,72.85988163707593
Russell County,5442,5065,10792,2000,46.93291326908821
Salem City,4348,6188,10770,2000,57.45589600742804
Scott County,3552,5535,9335,2000,59.292983395822176
Shenandoah County,4420,9636,14452,2000,66.67589261001937
Smyth County,4836,6580,11740,2000,56.04770017035775
Southampton County,3359,3293,6714,2000,49.046767947572235
Spotsylvania County,13455,20739,35021,2000,59.21875446160875
Stafford County,12596,20731,34246,2000,60.53553699702155
Staunton City,3324,4878,8514,2000,57.293868921775896
Suffolk City,12471,11836,24661,2000,47.994809618425855
Surry County,1845,1313,3230,2000,40.65015479876161
Sussex County,2006,1745,3906,2000,44.67485919098822
Tazewell County,7227,8655,16344,2000,52.955212922173274
Virginia Beach City,62268,83674,149771,2000,55.86795841651588
Warren County,4313,6335,11166,2000,56.734730431667565
Washington County,7549,12064,20222,2000,59.65779843734546
Waynesboro City,2737,4084,7102,2000,57.50492818924247
Westmoreland County,2922,2932,6026,2000,48.65582475937604
Williamsburg City,1724,1777,3725,2000,47.70469798657718
Winchester City,3318,4314,7886,2000,54.70453969059092
Wise County,6412,6504,13310,2000,48.865514650638616
Wythe County,3462,6539,10225,2000,63.951100244498775
York County,8622,15312,24583,2000,62.28694626367815
TOTALS,1217290,1437490,2739447,2000,52.47372918694904
Accomack County,5518,7726,13356,2004,57.84666067684935
Albemarle County,22088,21189,43726,2004,48.45858299409962
Alexandria City,41116,19844,61515,2004,32.258798666991794
Alleghany County,3203,3962,7195,2004,55.06601806810285
Amelia County,1862,3499,5397,2004,64.83231424865666
Amherst County,4866,7758,12695,2004,61.11067349350138
Appomattox County,2191,4366,6655,2004,65.60480841472577
Arlington County,63987,29635,94650,2004,31.310089804543054
Augusta County,7019,22100,29704,2004,74.40075410719095
Bath County,828,1432,2282,2004,62.75197195442594
Bedford County,9102,21925,31404,2004,69.81594701311934
Bedford City,1042,1472,2542,2004,57.90715971675846
Bland County,846,1962,2865,2004,68.48167539267016
Botetourt County,4801,10865,15797,2004,68.7788820662151
Bristol City,2400,4275,6724,2004,63.57822724568709
Brunswick County,4062,2852,6926,2004,41.17816921744152
Buchanan County,5275,4507,9829,2004,45.85410519890121
Buckingham County,2789,3185,6027,2004,52.84552845528455
Buena Vista City,936,1417,2389,2004,59.31352030138133
Campbell County,6862,15891,22997,2004,69.10031743270861
Caroline County,4878,4999,9954,2004,50.22101667671288
Carroll County,3888,8173,12128,2004,67.38951187335093
Charles City County,2155,1254,3439,2004,36.46408839779006
Charlotte County,2223,3166,5438,2004,58.219933799190876
Charlottesville City,11088,4172,15450,2004,27.003236245954692
Chesapeake City,38744,52283,91541,2004,57.1142985110497
Chesterfield County,49346,83745,133814,2004,62.58313778827328
Clarke County,2699,3741,6505,2004,57.509607993850885
Colonial Heights City,2061,6129,8231,2004,74.46239825051634
Covington City,1179,1104,2301,2004,47.979139504563236
Craig County,901,1706,2621,2004,65.0896604349485
Culpeper County,5476,10026,15605,2004,64.24863825696892
Cumberland County,1721,2377,4126,2004,57.61027629665536
Danville City,9436,9399,19112,2004,49.178526580159065
Dickenson County,3761,3591,7406,2004,48.48771266540643
Dinwiddie County,4569,6193,10839,2004,57.1362671833195
Emporia City,1247,970,2221,2004,43.674020711391265
Essex County,2007,2304,4344,2004,53.03867403314917
Fairfax County,245671,211980,461379,2004,45.94487395395109
Fairfax City,5395,5045,10546,2004,47.838042859852074
Falls Church City,3944,2074,6098,2004,34.011151197113804
Fauquier County,10712,19011,29915,2004,63.55005849908073
Floyd County,2488,4162,6734,2004,61.805761805761804
Fluvanna County,4415,6458,10957,2004,58.93949073651547
Franklin County,8002,14048,22223,2004,63.21378751743689
Franklin City,1910,1613,3536,2004,45.616515837104075
Frederick County,8853,19386,28540,2004,67.92571829011914
Fredericksburg City,4085,3390,7542,2004,44.94828957836118
Galax City,987,1336,2335,2004,57.21627408993576
Giles County,3047,4320,7498,2004,57.61536409709256
Gloucester County,5105,11084,16333,2004,67.862609441009
Goochland County,3583,6668,10338,2004,64.4999032694912
Grayson County,2430,4655,7137,2004,65.22348325627014
Greene County,2240,4570,6939,2004,65.85963395301917
Greensville County,2514,1732,4258,2004,40.676373884452794
Halifax County,6220,8363,14656,2004,57.061954148471614
Hampton City,32016,23399,55741,2004,41.97807717837857
Hanover County,13941,35404,49611,2004,71.36320574066235
Harrisonburg City,4726,6165,11030,2004,55.89301903898459
Henrico County,60864,71809,133418,2004,53.82257266635686
Henry County,9851,13358,23458,2004,56.94432602949953
Highland County,522,982,1520,2004,64.60526315789474
Hopewell City,3573,4251,7936,2004,53.56602822580645
Isle of Wight County,5871,9929,15871,2004,62.560645201940645
James City County,11934,18949,31090,2004,60.94885815374719
King and Queen County,1506,1737,3286,2004,52.86062081558126
King George County,2739,5124,7921,2004,64.68880191894962
King William County,2436,4397,6872,2004,63.98428405122235
Lancaster County,2477,3724,6230,2004,59.7752808988764
Lee County,4005,5664,9770,2004,57.97338792221085
Lexington City,1340,982,2349,2004,41.805023414218816
Loudoun County,47271,60382,108430,2004,55.68754034861201
Louisa County,4844,7083,12035,2004,58.853344412131285
Lunenburg County,2362,2858,5245,2004,54.48999046711153
Lynchburg City,11727,14400,26340,2004,54.66970387243736
Madison County,2176,3556,5772,2004,61.60776160776161
Manassas City,5562,7257,12903,2004,56.242734247849334
Manassas Park City,1498,1807,3332,2004,54.231692677070825
Martinsville City,3036,2538,5603,2004,45.297162234517224
Mathews County,1589,3497,5129,2004,68.1809319555469
Mecklenburg County,5293,7319,12780,2004,57.26917057902973
Middlesex County,1914,3336,5377,2004,62.04203087223359
Montgomery County,14128,17070,31515,2004,54.16468348405521
Nelson County,3543,3539,7139,2004,49.572769295419526
New Kent County,2443,5414,7946,2004,68.13491064686635
Newport News City,35319,32208,67952,2004,47.3981634094655
Norfolk City,43518,26401,70570,2004,37.411081195975626
Northampton County,2775,2669,5499,2004,48.536097472267684
Northumberland County,2548,3832,6409,2004,59.790919020127944
Norton City,725,768,1504,2004,51.06382978723404
Nottoway County,2635,3303,6030,2004,54.776119402985074
Orange County,5015,7749,12928,2004,59.93966584158416
Page County,3324,6221,9603,2004,64.78183900864313
Patrick County,2572,5507,8215,2004,67.03590992087645
Petersburg City,9682,2238,11949,2004,18.729600803414513
Pittsylvania County,9274,17673,27417,2004,64.46000656526972
Poquoson City,1424,5004,6480,2004,77.22222222222223
Portsmouth City,24112,15212,39534,2004,38.478271867253504
Powhatan County,3112,8955,12163,2004,73.6249280605114
Prince Edward County,3632,3571,7316,2004,48.81082558775287
Prince George County,5066,8131,13254,2004,61.347517730496456
Prince William County,61271,69776,132063,2004,52.83538917032023
Pulaski County,5310,8769,14251,2004,61.53252403340117
Radford City,2244,2564,4845,2004,52.92053663570692
Rappahannock County,1837,2172,4050,2004,53.629629629629626
Richmond County,1243,2082,3361,2004,61.945849449568584
Richmond City,52167,21637,74325,2004,29.111335351496805
Roanoke County,16082,30596,46973,2004,65.13529048602389
Roanoke City,18862,16661,36000,2004,46.28055555555556
Rockbridge County,3627,5412,9181,2004,58.94782703409215
Rockingham County,7273,21737,29216,2004,74.40101314348303
Russell County,5167,6077,11423,2004,53.1996848463626
Salem City,4254,7115,11484,2004,61.95576454197144
Scott County,3324,6479,9967,2004,65.00451489916725
Shenandoah County,5186,11820,17146,2004,68.93736148372798
Smyth County,4143,7906,12319,2004,64.17728711746084
Southampton County,3431,4018,7492,2004,53.63053924185798
Spotsylvania County,16623,28527,45445,2004,62.77258224227088
Stafford County,17208,28500,45986,2004,61.97538381246466
Staunton City,3756,5805,9629,2004,60.28663412607747
Suffolk City,15233,16763,32189,2004,52.07679642113766
Surry County,1954,1543,3522,2004,43.81033503691084
Sussex County,2420,1890,4345,2004,43.49827387802071
Tazewell County,7184,10039,17480,2004,57.431350114416475
Virginia Beach City,70666,103752,175687,2004,59.05502399153039
Warren County,5241,8600,14068,2004,61.13164628945124
Washington County,7339,14749,22514,2004,65.51034911610553
Waynesboro City,2792,5092,7963,2004,63.94574908953912
Westmoreland County,3370,3433,6848,2004,50.13142523364486
Williamsburg City,2216,2064,4320,2004,47.77777777777778
Winchester City,3967,5283,9343,2004,56.54500695708017
Wise County,5802,8330,14312,2004,58.20290665176076
Wythe County,3581,7911,11554,2004,68.46979401073222
York County,10276,19396,29880,2004,64.91298527443105
TOTALS,1454742,1716959,3198367,2004,53.68236353113949
Accomack County,7607,7833,15623,2008,50.13761761505473
Albemarle County,29792,20576,50984,2008,40.35775929703436
Alexandria City,50473,19181,70364,2008,27.259678244556877
Alleghany County,3553,3715,7369,2008,50.413896051024565
Amelia County,2488,3970,6529,2008,60.80563639148415
Amherst County,6094,8470,14700,2008,57.61904761904762
Appomattox County,2641,4903,7630,2008,64.25950196592399
Arlington County,78994,29876,110153,2008,27.122275380606975
Augusta County,9825,23120,33338,2008,69.3502909592657
Bath County,1043,1349,2432,2008,55.46875
Bedford County,11017,24420,35830,2008,68.15517722578845
Bedford City,1208,1497,2734,2008,54.75493782004389
Bland County,864,2031,2959,2008,68.6380533964177
Botetourt County,5693,11471,17406,2008,65.90256233482707
Bristol City,2665,4579,7359,2008,62.22312814241065
Brunswick County,4973,2877,7914,2008,36.353297952994694
Buchanan County,4063,4541,8734,2008,51.992214334783604
Buckingham County,3489,3428,6994,2008,49.01344009150701
Buena Vista City,1108,1282,2423,2008,52.90961617829137
Campbell County,8091,17444,25814,2008,67.5757340977764
Caroline County,7163,5617,12919,2008,43.47859741466058
Carroll County,4109,8187,12579,2008,65.08466491772
Charles City County,2838,1288,4153,2008,31.013725018059233
Charlotte County,2705,3372,6157,2008,54.76693194737697
Charlottesville City,15705,4078,20044,2008,20.34524047096388
Chesapeake City,53994,52625,107521,2008,48.94392723281963
Chesterfield County,74310,86413,162088,2008,53.31239820344504
Clarke County,3457,3840,7431,2008,51.675413807024626
Colonial Heights City,2562,6161,8849,2008,69.62368629223641
Covington City,1304,1020,2354,2008,43.33050127442651
Craig County,877,1695,2621,2008,64.6699732926364
Culpeper County,8802,10711,19741,2008,54.25763639126691
Cumberland County,2255,2418,4724,2008,51.18543607112616
Danville City,12352,8361,20890,2008,40.02393489707994
Dickenson County,3278,3324,6753,2008,49.2225677476677
Dinwiddie County,6246,6526,12892,2008,50.620539869686624
Emporia City,1702,897,2617,2008,34.27588842185709
Essex County,2934,2379,5364,2008,44.35123042505593
Fairfax County,310359,200994,516254,2008,38.933160808439254
Fairfax City,6575,4691,11398,2008,41.15634321810844
Falls Church City,4695,1970,6750,2008,29.185185185185187
Fauquier County,14616,19227,34219,2008,56.18808264414506
Floyd County,2937,4441,7516,2008,59.08728046833422
Fluvanna County,6185,6420,12735,2008,50.41224970553593
Franklin County,9618,15414,25401,2008,60.68265028935868
Franklin City,2819,1576,4427,2008,35.599728936074094
Frederick County,12961,20149,33612,2008,59.94585267166488
Fredericksburg City,6155,3413,9677,2008,35.26919499844993
Galax City,1052,1317,2402,2008,54.8293089092423
Giles County,3192,4462,7795,2008,57.24182168056446
Gloucester County,6916,12089,19222,2008,62.891478514202475
Goochland County,4813,7643,12562,2008,60.84222257602293
Grayson County,2480,4540,7220,2008,62.880886426592795
Greene County,3174,4980,8260,2008,60.29055690072639
Greensville County,3122,1729,4887,2008,35.37957847350113
Halifax County,8126,8600,16850,2008,51.038575667655785
Hampton City,46917,20476,67943,2008,30.13702662525941
Hanover County,18447,37344,56248,2008,66.39169392689517
Harrisonburg City,8444,6048,14675,2008,41.2129471890971
Henrico County,86323,67381,154966,2008,43.481150704025396
Henry County,11118,13758,25215,2008,54.562760261748956
Highland County,590,930,1554,2008,59.84555984555985
Hopewell City,5285,4149,9524,2008,43.56362872742545
Isle of Wight County,8573,11258,19997,2008,56.29844476671501
James City County,17352,20912,38603,2008,54.17195554749631
King and Queen County,1918,1763,3705,2008,47.58434547908232
King George County,4473,5888,10474,2008,56.215390490738976
King William County,3344,4966,8388,2008,59.20362422508345
Lancaster County,3235,3647,6938,2008,52.56558085903718
Lee County,3219,5825,9227,2008,63.12994472743037
Lexington City,1543,914,2479,2008,36.869705526421946
Loudoun County,74845,63336,139459,2008,45.415498461913536
Louisa County,6978,8182,15353,2008,53.29251612062789
Lunenburg County,2703,2900,5650,2008,51.32743362831859
Lynchburg City,16269,17638,34341,2008,51.36134649544277
Madison County,2862,3758,6699,2008,56.097925063442304
Manassas City,7518,5975,13627,2008,43.84677478535261
Manassas Park City,2463,1634,4140,2008,39.468599033816425
Martinsville City,4139,2311,6520,2008,35.44478527607362
Mathews County,1934,3456,5440,2008,63.529411764705884
Mecklenburg County,7127,7817,15082,2008,51.82999602174778
Middlesex County,2391,3545,6006,2008,59.02430902430903
Montgomery County,21031,19028,40653,2008,46.80589378397658
Nelson County,4391,3647,8133,2008,44.842001721382026
New Kent County,3493,6385,9991,2008,63.90751676508858
Newport News City,51972,28667,81295,2008,35.26293129958792
Norfolk City,62819,24814,88446,2008,28.055536711665876
Northampton County,3800,2713,6586,2008,41.19344063164288
Northumberland County,3312,4041,7406,2008,54.563867134755604
Norton City,743,744,1512,2008,49.20634920634921
Nottoway County,3413,3499,6988,2008,50.071551230681166
Orange County,7107,8506,15801,2008,53.83203594709195
Page County,4235,6041,10389,2008,58.14804119742035
Patrick County,2879,5491,8531,2008,64.3652561247216
Petersburg City,13774,1583,15540,2008,10.186615186615187
Pittsylvania County,11415,18730,30433,2008,61.54503335195347
Poquoson City,1748,5229,7065,2008,74.01273885350318
Portsmouth City,32327,13984,46665,2008,29.96678452801886
Powhatan County,4237,10088,14456,2008,69.7841726618705
Prince Edward County,5101,4174,9388,2008,44.46101406050277
Prince George County,7130,8752,16006,2008,54.67949518930401
Prince William County,93435,67621,162446,2008,41.626755968137104
Pulaski County,5918,8857,15050,2008,58.85049833887043
Radford City,2930,2418,5429,2008,44.53858905875852
Rappahannock County,2105,2227,4405,2008,50.55618615209988
Richmond County,1618,2092,3745,2008,55.8611481975968
Richmond City,73623,18649,93085,2008,20.034377182145352
Roanoke County,19812,30571,50975,2008,59.97253555664541
Roanoke City,24934,15394,40772,2008,37.75630334543314
Rockbridge County,4347,5732,10195,2008,56.22363903874448
Rockingham County,10453,22468,33334,2008,67.40265194696106
Russell County,4932,6389,11494,2008,55.585522881503394
Salem City,5164,7088,12406,2008,57.1336450104788
Scott County,2725,6980,9875,2008,70.68354430379746
Shenandoah County,6912,12005,19223,2008,62.451230297040006
Smyth County,4239,7817,12302,2008,63.54251341245326
Southampton County,4402,4583,9067,2008,50.54593581118341
Spotsylvania County,24897,28610,54069,2008,52.91386931513436
Stafford County,25716,29221,55455,2008,52.693174646109455
Staunton City,5569,5330,11015,2008,48.3885610531094
Suffolk City,22446,17165,39908,2008,43.01142628044502
Surry County,2626,1663,4325,2008,38.45086705202312
Sussex County,3301,2026,5363,2008,37.77736341599851
Tazewell County,5596,11201,17061,2008,65.6526581091378
Virginia Beach City,98885,100319,201249,2008,49.84819800346834
Warren County,6997,8879,16126,2008,55.06015130844599
Washington County,8063,16077,24500,2008,65.62040816326531
Waynesboro City,3906,4815,8860,2008,54.34537246049661
Westmoreland County,4577,3719,8377,2008,44.395368270263816
Williamsburg City,4328,2353,6787,2008,34.669220568734346
Winchester City,5268,4725,10126,2008,46.66205806833893
Wise County,4995,8914,14138,2008,63.04993634177394
Wythe County,4107,8207,12491,2008,65.70330638059403
York County,13700,19833,33897,2008,58.50960261970086
TOTALS,1959532,1725005,3723260,2008,46.33050069025531
Accomack County,7655,8213,16051,2012,51.16815151703943
Albemarle County,29757,23297,53988,2012,43.152181966362896
Alexandria City,52199,20249,73541,2012,27.53430059422635
Alleghany County,3403,3595,7173,2012,50.118499930294156
Amelia County,2490,4331,6915,2012,62.631959508315255
Amherst County,5900,8876,14970,2012,59.29191716766867
Appomattox County,2453,5340,7935,2012,67.296786389414
Arlington County,81269,34474,117610,2012,29.31213332199643
Augusta County,9451,23624,33696,2012,70.10921177587844
Bath County,894,1274,2223,2012,57.30994152046784
Bedford County,10209,26679,37437,2012,71.26372305473195
Bedford City,1225,1527,2805,2012,54.43850267379679
Bland County,735,2144,2948,2012,72.72727272727273
Botetourt County,5452,12479,18241,2012,68.41181952743818
Bristol City,2492,4780,7396,2012,64.6295294753921
Brunswick County,4994,2968,8042,2012,36.906242228301416
Buchanan County,3094,6436,9646,2012,66.72195728799502
Buckingham County,3750,3569,7457,2012,47.86107013544321
Buena Vista City,919,1564,2527,2012,61.89157103284527
Campbell County,7595,17695,25706,2012,68.83606940014005
Caroline County,7276,6151,13652,2012,45.05566949897451
Carroll County,3685,8736,12918,2012,67.62656758012076
Charles City County,2772,1396,4232,2012,32.986767485822305
Charlotte County,2503,3311,5898,2012,56.13767378772465
Charlottesville City,16510,4844,21804,2012,22.216107136305265
Chesapeake City,55052,53900,110483,2012,48.78578604853235
Chesterfield County,77694,90934,171206,2012,53.113792740908615
Clarke County,3239,4296,7762,2012,55.34656016490595
Colonial Heights City,2544,5941,8624,2012,68.889146567718
Covington City,1319,975,2330,2012,41.84549356223176
Craig County,830,1757,2667,2012,65.87926509186352
Culpeper County,8285,11580,20214,2012,57.28702879192639
Cumberland County,2422,2538,5048,2012,50.277337559429476
Danville City,12218,7763,20227,2012,38.37939387946804
Dickenson County,2473,4274,6905,2012,61.897175959449676
Dinwiddie County,6550,6875,13589,2012,50.59239090440798
Emporia City,1793,886,2696,2012,32.86350148367953
Essex County,3016,2602,5677,2012,45.834067289061124
Fairfax County,315273,206773,530368,2012,38.986703571859536
Fairfax City,6651,4775,11629,2012,41.06114025281624
Falls Church City,5015,2147,7292,2012,29.44322545255074
Fauquier County,13965,21034,35574,2012,59.12745263394614
Floyd County,2732,4673,7646,2012,61.116923881768244
Fluvanna County,5893,6678,12749,2012,52.3805788689309
Franklin County,9090,16718,26711,2012,62.588446707349036
Franklin City,2833,1496,4360,2012,34.31192660550459
Frederick County,12690,22858,36427,2012,62.75015784994647
Fredericksburg City,7131,4060,11461,2012,35.424483029404065
Galax City,900,1332,2277,2012,58.49802371541502
Giles County,2730,4660,7558,2012,61.656522889653345
Gloucester County,6764,12137,19283,2012,62.94145101903231
Goochland County,4676,8448,13315,2012,63.44723995493804
Grayson County,2068,4801,7121,2012,67.42030613677855
Greene County,3290,5569,9023,2012,61.72004876426909
Greensville County,3135,1766,4926,2012,35.850588712951684
Halifax County,7766,8694,16692,2012,52.084831056793675
Hampton City,46966,18640,66522,2012,28.02080514716936
Hanover County,18294,39940,59151,2012,67.52210444455714
Harrisonburg City,8654,6565,15593,2012,42.10222535753223
Henrico County,89594,70449,162786,2012,43.2770631381077
Henry County,10317,13984,24963,2012,56.01890798381605
Highland County,459,924,1413,2012,65.39278131634819
Hopewell City,5179,3739,9031,2012,41.40183811316576
Isle of Wight County,8761,11802,20829,2012,56.661385568198185
James City County,17879,22843,41280,2012,55.33672480620155
King and Queen County,1745,1865,3655,2012,51.02599179206566
King George County,4477,6604,11329,2012,58.29287668814547
King William County,3344,5466,8925,2012,61.2436974789916
Lancaster County,3149,3753,6970,2012,53.84505021520803
Lee County,2583,6847,9598,2012,71.33777870389665
Lexington City,1486,1146,2689,2012,42.61807363332094
Loudoun County,82479,75292,160097,2012,47.02898867561541
Louisa County,6953,9215,16452,2012,56.01142718210552
Lunenburg County,2684,2969,5741,2012,51.7157289670789
Lynchburg City,15948,19806,36448,2012,54.34043020193152
Madison County,2639,3869,6617,2012,58.470606014810336
Manassas City,8478,6463,15200,2012,42.51973684210526
Manassas Park City,2879,1699,4656,2012,36.49054982817869
Martinsville City,3855,2312,6285,2012,36.7859984089101
Mathews County,1807,3488,5374,2012,64.90509862299963
Mecklenburg County,6921,7973,15077,2012,52.8818730516681
Middlesex County,2370,3619,6080,2012,59.52302631578947
Montgomery County,19903,20006,41009,2012,48.78441317759516
Nelson County,4171,3947,8250,2012,47.842424242424244
New Kent County,3555,7246,11006,2012,65.83681628202798
Newport News City,51100,27230,79553,2012,34.22875315827184
Norfolk City,62687,23147,87201,2012,26.54442036215181
Northampton County,3741,2676,6493,2012,41.21361466194363
Northumberland County,3191,4310,7558,2012,57.02566816618153
Norton City,566,895,1492,2012,59.98659517426273
Nottoway County,3344,3409,6846,2012,49.79550102249489
Orange County,6870,9244,16354,2012,56.52439770086829
Page County,3724,6344,10228,2012,62.02581149784904
Patrick County,2417,5622,8266,2012,68.01354947979675
Petersburg City,14283,1527,15936,2012,9.582078313253012
Pittsylvania County,10858,19263,30693,2012,62.760238490861106
Poquoson City,1679,5312,7106,2012,74.75372924289333
Portsmouth City,32501,12858,45977,2012,27.966156991539247
Powhatan County,4088,11200,15528,2012,72.12776919113858
Prince Edward County,5132,3952,9239,2012,42.77519212035935
Prince George County,6991,8879,16046,2012,55.33466284432257
Prince William County,103331,74458,180195,2012,41.320791364910235
Pulaski County,5292,8920,14680,2012,60.762942779291556
Radford City,2732,2520,5399,2012,46.67531024263752
Rappahannock County,1980,2311,4357,2012,53.04108331420702
Richmond County,1574,2160,3770,2012,57.294429708222815
Richmond City,75921,20050,97738,2012,20.514027297468743
Roanoke County,18711,31624,51217,2012,61.7451236894
Roanoke City,24134,14991,40155,2012,37.332835263354504
Rockbridge County,4088,5898,10178,2012,57.94851640793869
Rockingham County,10065,24186,34866,2012,69.36843916709688
Russell County,3718,8180,12088,2012,67.67041694242224
Salem City,4760,7299,12318,2012,59.254749147588896
Scott County,2395,7439,9992,2012,74.44955964771817
Shenandoah County,6469,12538,19373,2012,64.71893872915913
Smyth County,4171,8379,12777,2012,65.57877436017844
Southampton County,4437,4733,9264,2012,51.090241796200345
Spotsylvania County,25165,31844,57974,2012,54.92807120433298
Stafford County,27182,32480,60688,2012,53.51964144476668
Staunton City,5728,5272,11210,2012,47.02943800178412
Suffolk City,24267,17820,42566,2012,41.8643988159564
Surry County,2576,1671,4308,2012,38.788300835654596
Sussex County,3358,2021,5440,2012,37.150735294117645
Tazewell County,3661,13843,17741,2012,78.02829603742742
Virginia Beach City,94299,99291,196898,2012,50.42763258133653
Warren County,6452,9869,16698,2012,59.1028865732423
Washington County,7076,18141,25632,2012,70.7748127340824
Waynesboro City,3840,4790,8791,2012,54.48754407917188
Westmoreland County,4295,3731,8120,2012,45.94827586206897
Williamsburg City,4903,2682,7748,2012,34.61538461538461
Winchester City,5094,4946,10305,2012,47.99611838913149
Wise County,3760,11076,15018,2012,73.7514982021574
Wythe County,3783,8324,12393,2012,67.16694908416041
York County,13183,20204,33953,2012,59.50578741201072
TOTALS,1971820,1822522,3858043,2012,47.23954606001022
